event_id,event_date,event_time,event_time_precision,state,district,subdistrict,village,locality,latitude,longitude,location_precision,landslide_type,trigger_reported,fatalities,houses_affected,road_affected,source_id,source_name,source_url,source_document,source_page,source_date,access_date,confidence,notes
NEI-2021-ML-003,2021-08-02,07:00:00,EXACT_TIME,Meghalaya,Jaintia Hills,,,"Kuliang Village, Khilerihat",25.081742,92.362063,EXACT_COORDINATE,Rock fall,Monsoonal rainfall,0,,NH 06,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),43,2022-02-01,2026-09-08,HIGH,Source Slide ID: Online Media/2021/Meghalaya/20; Source Slide No: 20; Card: card_35_p43_x330.png; Page: 43; Affected transit corridor: NH 06; Reported timing: 7:00
NEI-2021-ML-004,2021-06-30,,DATE_ONLY,Meghalaya,South Garo Hills,,,Malikona Village Baghmara town,25.202693,90.831915,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),43,2022-02-01,2026-09-08,HIGH,Source Slide ID: Online Media/2021/Meghalaya/21; Source Slide No: 21; Card: card_36_p43_x331.png; Page: 43
NEI-2021-MZ-001,2021-08-26,,DATE_ONLY,Mizoram,Lawngtlai,,,Zochachhuah,22.130154,92.761693,EXACT_COORDINATE,Rock fall,Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),44,2022-02-01,2026-09-08,HIGH,Source Slide ID: Online Media/2021/Mizoram/33; Source Slide No: 33; Card: card_37_p44_x333.png; Page: 44
NEI-2021-MZ-002,2021-07-19,,DATE_ONLY,Mizoram,Lunglei,,,Bualtei,22.805047,92.816565,EXACT_COORDINATE,Landslide (slope failure),Monsoonal rainfall,0,,NH 54,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),44,2022-02-01,2026-09-08,HIGH,Source Slide ID: Online Media/2021/Mizoram/34; Source Slide No: 34; Card: card_38_p44_x334.png; Page: 44; Affected transit corridor: NH 54
NEI-2021-MZ-003,2021-06-11,,DATE_ONLY,Mizoram,Aizawl,,,Tnuampui,23.74192,92.741738,EXACT_COORDINATE,Landslide (slope failure),Monsoonal rainfall,4,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),44,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021/Mizoram/35; Source Slide No: 35; Card: card_39_p44_x335.png; Page: 44; Reported timing: 21:30100
NEI-2021-MZ-004,2021-10-09,,DATE_ONLY,Mizoram,Aizawl,,,Thingsulthliah Village,23.689863,92.859428,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,2,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),44,2022-02-01,2026-09-08,HIGH,Source Slide ID: Online Media/2021/Mizoram/36; Source Slide No: 36; Card: card_40_p44_x336.png; Page: 44
NEI-2021-NL-001,2021-02-02,,DATE_ONLY,Nagaland,Dimapur,,,Near TL Park between Chumoukedima and Kukidalong,25.793499,93.805655,EXACT_COORDINATE,Rock fall,Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),45,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021/NagIand/37; Source Slide No: 37; Card: card_41_p45_x338.png; Page: 45
NEI-2021-NL-002,2021-02-17,,DATE_ONLY,Nagaland,Dimapur,,,Near TL Park between Chumoukedima and Kukidalong,25.772599,93.806,EXACT_COORDINATE,Rock fall,Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),45,2022-02-01,2026-09-08,HIGH,Source Slide ID: Online Media/2021/Nagaland/38; Source Slide No: 38; Card: card_42_p45_x339.png; Page: 45
NEI-2021-NL-003,2021-08-06,,DATE_ONLY,Nagaland,Wokha,,,Lower Etsuchuka Colony,26.092899,94.254627,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),45,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021/NagIand/39; Source Slide No: 39; Card: card_43_p45_x340.png; Page: 45
NEI-2021-NL-004,2021-07-20,,DATE_ONLY,Nagaland,Tuensang,,,Wangshu Village,26.046657,94.767115,EXACT_COORDINATE,Rock fall,Monsoonal rainfall,0,,PWD Road connecting Tobu to ITC Pangsha,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),45,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021/NagIand/40; Source Slide No: 40; Card: card_44_p45_x341.png; Page: 45; Affected transit corridor: PWD Road connecting Tobu to ITC Pangsha
NEI-2021-NL-005,2021-07-12,,DATE_ONLY,Nagaland,Phek,,,Landslide between Losami and Phek Village,25.657788,94.438812,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),45,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021/NagIand/41; Source Slide No: 41; Card: card_45_p45_x342.png; Page: 45
NEI-2021-NL-006,2021-08-06,,DATE_ONLY,Nagaland,Wokha,,,Police Point,26.096249,94.254289,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),45,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021/NagIand/42; Source Slide No: 42; Card: card_46_p45_x343.png; Page: 45
NEI-2021-NL-007,2021-08-06,,DATE_ONLY,Nagaland,Wokha,,,Airfield Co ony,26.091211,94.246956,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),46,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021/NagIand/43; Source Slide No: 43; Card: card_47_p46_x345.png; Page: 46
NEI-2021-NL-008,2021-08-05,,DATE_ONLY,Nagaland,Wokha,,,Between Sanis and Doyang,26.208542,94.221938,EXACT_COORDINATE,Rock fall,Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),46,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021/NagIand/44; Source Slide No: 44; Card: card_48_p46_x346.png; Page: 46
NEI-2021-NL-009,2021-05-10,07:00:00,EXACT_TIME,Nagaland,Dimapur,,,Piphema,25.766187,93.940678,EXACT_COORDINATE,Landslide (slope failure),Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),46,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021/NagIand/45; Source Slide No: 45; Card: card_49_p46_x347.png; Page: 46; Reported timing: 07:00
NEI-2021-NL-010,2021-08-17,,DATE_ONLY,Nagaland,Kiphire,,,Pungro-Mimi axis Longkhimong village near,25.7623,94.863047,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),46,2022-02-01,2026-09-08,HIGH,Source Slide ID: Online Media/2021/Nagland/46; Source Slide No: 46; Card: card_50_p46_x348.png; Page: 46
NEI-2021-NL-011,2021-07-14,,DATE_ONLY,Nagaland,Phek,,,Ziphu,25.603106,94.686755,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),46,2022-02-01,2026-09-08,HIGH,Source Slide ID: Online; Source Slide No: 47; Card: card_51_p46_x349.png; Page: 46
NEI-2021-NL-012,2021-07-31,,DATE_ONLY,Nagaland,Phek,,,,25.659725,94.409427,EXACT_COORDINATE,Rock fall,Monsoonal rainfall,0,,Pfutsero-Khomi-Phek,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),46,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021/NagIand/48; Source Slide No: 48; Card: card_52_p46_x350.png; Page: 46; Affected transit corridor: Pfutsero-Khomi-Phek
NEI-2021-NL-013,2021-07-31,,DATE_ONLY,Nagaland,Phek,,,,25.723469,94.402948,EXACT_COORDINATE,Rock fall,Monsoonal rainfall,0,,Pfutsero-Lanye,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),47,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021/NagIand/49; Source Slide No: ; Card: card_53_p47_x352.png; Page: 47; Affected transit corridor: Pfutsero-Lanye
NEI-2021-NL-014,2021-11-08,,DATE_ONLY,Nagaland,Tuensang,,,Wensoi Village,26.250081,95.061502,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),47,2022-02-01,2026-09-08,HIGH,Source Slide ID: Online; Source Slide No: 50; Card: card_54_p47_x353.png; Page: 47
NEI-2021-NL-015,2021-09-09,,DATE_ONLY,Nagaland,Tuensang,,,Chendang Saddle and Noklak,26.232589,94.939423,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),47,2022-02-01,2026-09-08,HIGH,Source Slide ID: Online Media/2021 'Nagaland/51; Source Slide No: 51; Card: card_55_p47_x354.png; Page: 47
NEI-2021-SK-001,2021-08-24,,DATE_ONLY,Sikkim,East Sikkim,,,Samsing Shanti turn,27.250224,88.614992,EXACT_COORDINATE,Landslide (slope failure),Monsoonal rainfall,0,,Pakyong to Assam Lingsey Road,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),48,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021 'Sikkim/52; Source Slide No: 52; Card: card_56_p48_x356.png; Page: 48; Affected transit corridor: Pakyong to Assam Lingsey Road
NEI-2021-SK-002,2021-08-24,,DATE_ONLY,Sikkim,West Sikkim,,,Muneew Taraybhir stretch,27.1624,88.152087,EXACT_COORDINATE,Landslide (slope failure),Monsoonal rainfall,0,,Soreng Sombaria Road,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),48,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021 'Sikkim/53; Source Slide No: 53; Card: card_57_p48_x357.png; Page: 48; Affected transit corridor: Soreng Sombaria Road
NEI-2021-SK-003,2021-07-29,,DATE_ONLY,Sikkim,South Sikkim,,,Melli Secondary School,27.090965,88.45744,EXACT_COORDINATE,Landslide (slope failure),Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),48,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021 'Sikkim/54; Source Slide No: 54; Card: card_58_p48_x358.png; Page: 48
NEI-2021-SK-004,2021-07-30,,DATE_ONLY,Sikkim,South Sikkim,,,Melli Bazaar,27.090724,88.456816,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,1,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),48,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021 'Sikkim/55; Source Slide No: 55; Card: card_59_p48_x359.png; Page: 48
NEI-2021-SK-005,2021-07-30,,DATE_ONLY,Sikkim,Kalimpong,,,Mamkhola,27.142902,88.531935,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,2,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),48,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021 'Sikkim-West Bengal/56; Source Slide No: 56; Card: card_60_p48_x360.png; Page: 48; Location situated along Sikkim-West Bengal (Kalimpong/Darjeeling) border corridor
NEI-2021-SK-006,2021-07-30,,DATE_ONLY,Sikkim,Kalimpong,,,Melli near,27.10871,88.466754,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),48,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021 'Sikkim-West Bengal/57; Source Slide No: 57; Card: card_61_p48_x361.png; Page: 48; Location situated along Sikkim-West Bengal (Kalimpong/Darjeeling) border corridor
NEI-2021-SK-007,2021-10-20,,DATE_ONLY,Sikkim,East Sikkim,,,Pani House,27.32459,88.609439,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),49,2022-02-01,2026-09-08,HIGH,Source Slide ID: Online Media/2021; Source Slide No: 59; Card: card_62_p49_x363.png; Page: 49
NEI-2021-SK-008,2021-06-18,,DATE_ONLY,Sikkim,Kalimpong,,,Bhalu Kho a,27.09117,88.464695,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,2,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),49,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021 'Sikkim-West Benga1160; Source Slide No: 60; Card: card_63_p49_x364.png; Page: 49; Location situated along Sikkim-West Bengal (Kalimpong/Darjeeling) border corridor
NEI-2021-SK-009,2021-03-25,,DATE_ONLY,Sikkim,East Sikkim,,,Kyonsola waterfall to Tsongmo on way,27.376583,88.728341,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),49,2022-02-01,2026-09-08,HIGH,Source Slide ID: Online; Source Slide No: 61; Card: card_64_p49_x365.png; Page: 49
NEI-2021-SK-010,2021-08-08,,DATE_ONLY,Sikkim,East Sikkim,,,Basilakha,27.255462,88.597286,EXACT_COORDINATE,Rock fall,Monsoonal rainfall,0,,La turning-Basilakha Road,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),49,2022-02-01,2026-09-08,HIGH,Source Slide ID: Online Media/2021; Source Slide No: 62; Card: card_65_p49_x366.png; Page: 49; Affected transit corridor: La turning-Basilakha Road
NEI-2021-SK-011,2021-07-31,,DATE_ONLY,Sikkim,East Sikkim,,,Seley ward under Tumin Lingee Constituency,27.366542,88.487805,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),49,2022-02-01,2026-09-08,HIGH,Source Slide ID: Online Media/2021; Source Slide No: 63; Card: card_66_p49_x367.png; Page: 49
NEI-2021-SK-012,2021-07-30,,DATE_ONLY,Sikkim,South Sikkim,,,Between Melli and Jorethang,27.111336,88.325929,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),49,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021 'Sikkim-West Bengal/58; Source Slide No: 58; Card: card_67_p49_x368.png; Page: 49; Location situated along Sikkim-West Bengal (Kalimpong/Darjeeling) border corridor
NEI-2021-SK-013,2021-07-31,,DATE_ONLY,Sikkim,Kalimpong,,,Seti jhora Kalimpong near,26.939387,88.441413,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,0,,NH 10,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),50,2022-02-01,2026-09-08,HIGH,Source Slide ID: Online Media/2021/Sikkim-West Bengal/64; Source Slide No: 64; Card: card_68_p50_x370.png; Page: 50; Location situated along Sikkim-West Bengal (Kalimpong/Darjeeling) border corridor; Affected transit corridor: NH 10
NEI-2021-SK-014,2021-07-30,,DATE_ONLY,Sikkim,West Sikkim,,,Sisney Petrol Pump,27.146369,88.280411,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,0,,Joerthang Legship Road -,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),50,2022-02-01,2026-09-08,HIGH,Source Slide ID: Online Media/2021; Source Slide No: 65; Card: card_69_p50_x371.png; Page: 50; Affected transit corridor: Joerthang Legship Road -
NEI-2021-SK-015,2021-08-27,,DATE_ONLY,Sikkim,West Sikkim,,,Reshi Bazaar,27.221268,88.307456,EXACT_COORDINATE,Rock fall,Monsoonal rainfall,0,,Joerthang Legship Road -,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),50,2022-02-01,2026-09-08,HIGH,Source Slide ID: Online Media/2021; Source Slide No: 66; Card: card_70_p50_x372.png; Page: 50; Affected transit corridor: Joerthang Legship Road -
NEI-2021-SK-016,2021-06-01,,DATE_ONLY,Sikkim,East Sikkim,,,Seesa Golai,27.326815,88.61023,EXACT_COORDINATE,Landslide (slope failure),Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),50,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021/Sikkim/67; Source Slide No: 67; Card: card_71_p50_x373.png; Page: 50
NEI-2021-SK-017,2021-06-09,,DATE_ONLY,Sikkim,East Sikkim,,,,27.343272,88.608275,EXACT_COORDINATE,Landslide (slope failure),Monsoonal rainfall,1,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),50,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021 'Sikkim/68; Source Slide No: 68; Card: card_72_p50_x374.png; Page: 50
NEI-2021-SK-018,2021-08-29,,DATE_ONLY,Sikkim,West Sikkim,,,Upper Bongten and Changay,27.276428,88.158235,EXACT_COORDINATE,Rock fall,Monsoonal rainfall,0,,Bongten-Changay road,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),50,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021 'Sikkim/69; Source Slide No: 69; Card: card_73_p50_x375.png; Page: 50; Affected transit corridor: Bongten-Changay road
NEI-2021-TR-001,2021-08-26,,DATE_ONLY,Tripura,South Tripura,,,Sarsima of Belonia in South Tripura area,23.2463,91.480725,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,1,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),51,2022-02-01,2026-09-08,HIGH,Source Slide ID: Newspaper/2021/Tri pura/70; Source Slide No: 70; Card: card_74_p51_x377.png; Page: 51
NEI-2021-TR-002,2021-08-26,,DATE_ONLY,Tripura,South Tripura,,,Jharjhari Village,23.228158,91.494288,EXACT_COORDINATE,Debris slide,Monsoonal rainfall,0,,,SRC_NESAC_SLI_2021,"North Eastern Space Applications Centre (NESAC), Department of Space, Government of India",https://nerdrr.gov.in/assets/pdf/Landslide/SLI2021.pdf,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),51,2022-02-01,2026-09-08,HIGH,"Source Slide ID: Online Media,'2021/Tripura/71; Source Slide No: 71; Card: card_75_p51_x378.png; Page: 51"
